split,true_class,predicted_class,confidence,bucket,action,correct,path
validation,atencion,peligro,0.769696,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_01540.jpg
validation,atencion,peligro,0.908964,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_01563.jpg
validation,atencion,peligro,0.823488,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_01603.jpg
validation,atencion,atencion,0.580550,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_01666.jpg
validation,atencion,atencion,0.477746,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_01667.jpg
validation,atencion,sano,0.452515,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_01698.jpg
validation,atencion,sano,0.761344,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_01720.jpg
validation,atencion,peligro,0.693948,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_01733.jpg
validation,atencion,peligro,0.962862,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_01738.jpg
validation,atencion,atencion,0.601990,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_01745.jpg
validation,atencion,peligro,0.819076,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_01752.jpg
validation,atencion,peligro,0.982738,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_01760.jpg
validation,atencion,peligro,0.714303,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_01776.jpg
validation,atencion,sano,0.362093,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_01834.jpg
validation,atencion,atencion,0.902340,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_01838.jpg
validation,atencion,sano,0.632449,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_01868.jpg
validation,atencion,atencion,0.486573,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_01883.jpg
validation,atencion,sano,0.547317,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_01986.jpg
validation,atencion,sano,0.926657,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_02025.jpg
validation,atencion,peligro,0.516384,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_02054.jpg
validation,atencion,peligro,0.499848,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_02116.jpg
validation,atencion,atencion,0.610919,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_02199.jpg
validation,atencion,atencion,0.661073,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_02292.jpg
validation,atencion,atencion,0.467787,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_02302.jpg
validation,atencion,atencion,0.561841,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_02304.jpg
validation,atencion,peligro,0.617374,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_02305.jpg
validation,atencion,atencion,0.775145,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_02396.jpg
validation,atencion,sano,0.594119,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_02402.jpg
validation,atencion,atencion,0.785251,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_02443.jpg
validation,atencion,atencion,0.610584,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_02590.jpg
validation,atencion,sano,0.868010,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_02929.jpg
validation,atencion,peligro,0.600913,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_03006.jpg
validation,atencion,peligro,0.487210,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_03035.jpg
validation,atencion,atencion,0.894435,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_03116.jpg
validation,atencion,atencion,0.874931,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_03120.jpg
validation,atencion,atencion,0.715647,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_03163.jpg
validation,atencion,atencion,0.666573,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_03361.jpg
validation,atencion,atencion,0.881642,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_03394.jpg
validation,atencion,atencion,0.762533,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_03458.jpg
validation,atencion,sano,0.514428,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_03467.jpg
validation,atencion,peligro,0.512902,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_03487.jpg
validation,atencion,atencion,0.858711,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_03529.jpg
validation,atencion,atencion,0.738538,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_03543.jpg
validation,atencion,atencion,0.927827,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_03761.jpg
validation,atencion,atencion,0.947617,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_03825.jpg
validation,atencion,atencion,0.517575,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_03986.jpg
validation,atencion,atencion,0.923677,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_04073.jpg
validation,atencion,atencion,0.909525,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_04601.jpg
validation,atencion,peligro,0.747059,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_04914.jpg
validation,atencion,peligro,0.848425,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_05084.jpg
validation,atencion,atencion,0.487916,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_05090.jpg
validation,atencion,sano,0.398023,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_05094.jpg
validation,atencion,atencion,0.553068,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_05164.jpg
validation,atencion,atencion,0.972872,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_05404.jpg
validation,atencion,peligro,0.612390,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_05416.jpg
validation,atencion,sano,0.946776,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_05457.jpg
validation,atencion,sano,0.868159,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_06502.jpg
validation,atencion,atencion,0.466368,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_06510.jpg
validation,atencion,atencion,0.906367,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_06624.jpg
validation,atencion,sano,0.494952,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_07150.jpg
validation,atencion,sano,0.551652,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_07330.jpg
validation,atencion,atencion,0.573413,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_07608.jpg
validation,atencion,sano,0.744085,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_07746.jpg
validation,atencion,atencion,0.527975,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_08059.jpg
validation,atencion,peligro,0.721386,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_08134.jpg
validation,atencion,peligro,0.969981,alta,alerta_preliminar_y_confirmar_con_gemini,False,dataset_curado/validation/atencion/atencion_09264.jpg
validation,atencion,atencion,0.499608,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_09533.jpg
validation,atencion,sano,0.851724,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_09685.jpg
validation,atencion,atencion,0.506504,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_09808.jpg
validation,atencion,atencion,0.673441,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_11541.jpg
validation,atencion,sano,0.534375,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_11672.jpg
validation,atencion,atencion,0.532043,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_11863.jpg
validation,atencion,peligro,0.490602,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_12984.jpg
validation,atencion,sano,0.751100,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_13277.jpg
validation,atencion,atencion,0.943566,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14069.jpg
validation,atencion,atencion,0.913456,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14073.jpg
validation,atencion,atencion,0.889019,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14076.jpg
validation,atencion,atencion,0.936802,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14078.jpg
validation,atencion,atencion,0.832949,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14090.jpg
validation,atencion,atencion,0.877703,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14095.jpg
validation,atencion,sano,0.815411,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_14100.jpg
validation,atencion,atencion,0.711050,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14104.jpg
validation,atencion,atencion,0.760161,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14110.jpg
validation,atencion,atencion,0.574303,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_14115.jpg
validation,atencion,atencion,0.932570,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14119.jpg
validation,atencion,atencion,0.554927,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_14122.jpg
validation,atencion,atencion,0.740033,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14125.jpg
validation,atencion,atencion,0.973502,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14128.jpg
validation,atencion,atencion,0.954850,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14129.jpg
validation,atencion,atencion,0.585827,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_14143.jpg
validation,atencion,atencion,0.655657,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14149.jpg
validation,atencion,sano,0.779269,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_14157.jpg
validation,atencion,atencion,0.853885,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14168.jpg
validation,atencion,atencion,0.926642,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14169.jpg
validation,atencion,atencion,0.628586,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14173.jpg
validation,atencion,atencion,0.868181,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14178.jpg
validation,atencion,atencion,0.688895,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14179.jpg
validation,atencion,atencion,0.865076,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14184.jpg
validation,atencion,atencion,0.906782,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14191.jpg
validation,atencion,atencion,0.513686,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/atencion/atencion_14194.jpg
validation,atencion,atencion,0.917224,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14197.jpg
validation,atencion,atencion,0.777160,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14198.jpg
validation,atencion,atencion,0.919730,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14199.jpg
validation,atencion,atencion,0.817144,alta,clasificacion_preliminar_no_final,True,dataset_curado/validation/atencion/atencion_14201.jpg
validation,atencion,sano,0.516603,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/atencion/atencion_14205.jpg
validation,atencion,sano,0.608103,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/atencion/atencion_14211.jpg
validation,atencion,atencion,0.789058,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/atencion/atencion_14215.jpg
validation,atencion,sano,0.911470,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/atencion/atencion_14227.jpg
validation,peligro,peligro,0.893954,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00034.jpg
validation,peligro,atencion,0.582927,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_00066.jpg
validation,peligro,peligro,0.445515,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_00077.jpg
validation,peligro,peligro,0.766883,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_00087.jpg
validation,peligro,peligro,0.582108,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_00094.jpg
validation,peligro,peligro,0.868103,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00143.jpg
validation,peligro,peligro,0.726963,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_00231.jpg
validation,peligro,peligro,0.774602,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_00246.jpg
validation,peligro,peligro,0.827705,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00305.jpg
validation,peligro,peligro,0.869805,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00370.jpg
validation,peligro,peligro,0.833001,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00379.jpg
validation,peligro,peligro,0.560770,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_00420.jpg
validation,peligro,peligro,0.888592,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00443.jpg
validation,peligro,peligro,0.810585,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00451.jpg
validation,peligro,peligro,0.601432,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_00459.jpg
validation,peligro,sano,0.431417,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_00498.jpg
validation,peligro,peligro,0.868498,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00575.jpg
validation,peligro,peligro,0.904841,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00609.jpg
validation,peligro,peligro,0.621233,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_00675.jpg
validation,peligro,peligro,0.652519,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_00696.jpg
validation,peligro,peligro,0.960782,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00746.jpg
validation,peligro,peligro,0.819007,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00851.jpg
validation,peligro,peligro,0.984468,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00882.jpg
validation,peligro,peligro,0.928682,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_00905.jpg
validation,peligro,peligro,0.909687,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01000.jpg
validation,peligro,peligro,0.615212,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01007.jpg
validation,peligro,peligro,0.994606,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01041.jpg
validation,peligro,peligro,0.992063,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01083.jpg
validation,peligro,peligro,0.636563,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01139.jpg
validation,peligro,peligro,0.987420,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01179.jpg
validation,peligro,peligro,0.777846,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01222.jpg
validation,peligro,atencion,0.559837,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01243.jpg
validation,peligro,atencion,0.736502,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01283.jpg
validation,peligro,peligro,0.533500,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_01300.jpg
validation,peligro,atencion,0.571613,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01317.jpg
validation,peligro,atencion,0.602363,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01318.jpg
validation,peligro,sano,0.640734,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01321.jpg
validation,peligro,peligro,0.898633,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01322.jpg
validation,peligro,peligro,0.535849,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_01326.jpg
validation,peligro,sano,0.680223,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01360.jpg
validation,peligro,atencion,0.457624,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01370.jpg
validation,peligro,sano,0.795930,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01374.jpg
validation,peligro,sano,0.372020,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01396.jpg
validation,peligro,atencion,0.654226,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01405.jpg
validation,peligro,atencion,0.455609,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01463.jpg
validation,peligro,peligro,0.746003,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01478.jpg
validation,peligro,sano,0.428093,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01531.jpg
validation,peligro,sano,0.618284,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01556.jpg
validation,peligro,peligro,0.766328,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01569.jpg
validation,peligro,peligro,0.785187,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01643.jpg
validation,peligro,atencion,0.762502,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01679.jpg
validation,peligro,peligro,0.947119,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01782.jpg
validation,peligro,peligro,0.765776,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01790.jpg
validation,peligro,peligro,0.768787,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01796.jpg
validation,peligro,atencion,0.634115,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01874.jpg
validation,peligro,sano,0.762542,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_01929.jpg
validation,peligro,peligro,0.828860,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01941.jpg
validation,peligro,peligro,0.945513,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01947.jpg
validation,peligro,peligro,0.790476,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_01976.jpg
validation,peligro,atencion,0.449570,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_01981.jpg
validation,peligro,peligro,0.915656,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_01985.jpg
validation,peligro,peligro,0.735699,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_02024.jpg
validation,peligro,sano,0.604106,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_02053.jpg
validation,peligro,peligro,0.843974,alta,alerta_preliminar_y_confirmar_con_gemini,True,dataset_curado/validation/peligro/peligro_02084.jpg
validation,peligro,sano,0.602051,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_02107.jpg
validation,peligro,peligro,0.612852,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_02202.jpg
validation,peligro,peligro,0.771330,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_02223.jpg
validation,peligro,sano,0.878597,alta,clasificacion_preliminar_no_final,False,dataset_curado/validation/peligro/peligro_02296.jpg
validation,peligro,peligro,0.758207,media,agregar_con_otras_imagenes_del_grupo,True,dataset_curado/validation/peligro/peligro_02321.jpg
validation,peligro,sano,0.706216,media,agregar_con_otras_imagenes_del_grupo,False,dataset_curado/validation/peligro/peligro_02412.jpg
validation,peligro,sano,0.499674,baja,captura_adicional_revision_o_gemini,False,dataset_curado/validation/peligro/peligro_02422.jpg
validation,peligro,peligro,0.569447,baja,captura_adicional_revision_o_gemini,True,dataset_curado/validation/peligro/peligro_02472.jpg
