priority,source,current_label,suggested_review,confidence_or_distance,path_a,path_b,notes
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00004.jpg|dataset/raw/peligro/peligro_00179.jpg|dataset/train/atencion/atencion_00004.jpg|dataset/train/peligro/peligro_00179.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_12528.jpg|dataset/raw/peligro/peligro_13697.jpg|dataset/train/peligro/peligro_13697.jpg|dataset/validation/atencion/atencion_12528.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_06151.jpg|dataset/raw/sano/sano_07045.jpg|dataset/train/sano/sano_07045.jpg|dataset/validation/peligro/peligro_06151.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00666.jpg|dataset/raw/peligro/peligro_00277.jpg|dataset/train/atencion/atencion_00666.jpg|dataset/train/peligro/peligro_00277.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_05807.jpg|dataset/raw/peligro/peligro_03041.jpg|dataset/train/atencion/atencion_05807.jpg|dataset/test/peligro/peligro_03041.jpg,,Grupo con 4 copias en splits raw|test|train.
critica,duplicado_exacto,peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_10795.jpg|dataset/raw/sano/sano_03288.jpg|dataset/train/sano/sano_03288.jpg|dataset/validation/peligro/peligro_10795.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00661.jpg|dataset/raw/peligro/peligro_00010.jpg|dataset/train/peligro/peligro_00010.jpg|dataset/test/atencion/atencion_00661.jpg,,Grupo con 4 copias en splits raw|test|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02541.jpg|dataset/raw/peligro/peligro_03136.jpg|dataset/train/atencion/atencion_02541.jpg|dataset/train/peligro/peligro_03136.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00555.jpg|dataset/raw/peligro/peligro_01347.jpg|dataset/train/peligro/peligro_01347.jpg|dataset/test/atencion/atencion_00555.jpg,,Grupo con 4 copias en splits raw|test|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00225.jpg|dataset/raw/sano/sano_04875.jpg|dataset/train/atencion/atencion_00225.jpg|dataset/train/sano/sano_04875.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_05135.jpg|dataset/raw/peligro/peligro_00157.jpg|dataset/train/peligro/peligro_00157.jpg|dataset/validation/atencion/atencion_05135.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00630.jpg|dataset/raw/peligro/peligro_00070.jpg|dataset/train/atencion/atencion_00630.jpg|dataset/validation/peligro/peligro_00070.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02194.jpg|dataset/raw/sano/sano_03206.jpg|dataset/test/atencion/atencion_02194.jpg|dataset/test/sano/sano_03206.jpg,,Grupo con 4 copias en splits raw|test.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02872.jpg|dataset/raw/peligro/peligro_14811.jpg|dataset/train/atencion/atencion_02872.jpg|dataset/train/peligro/peligro_14811.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_05751.jpg|dataset/raw/peligro/peligro_04745.jpg|dataset/train/peligro/peligro_04745.jpg|dataset/validation/atencion/atencion_05751.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_11964.jpg|dataset/raw/sano/sano_02893.jpg|dataset/train/atencion/atencion_11964.jpg|dataset/train/sano/sano_02893.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00636.jpg|dataset/raw/peligro/peligro_00300.jpg|dataset/train/atencion/atencion_00636.jpg|dataset/train/peligro/peligro_00300.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00693.jpg|dataset/raw/peligro/peligro_00113.jpg|dataset/train/atencion/atencion_00693.jpg|dataset/test/peligro/peligro_00113.jpg,,Grupo con 4 copias en splits raw|test|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00233.jpg|dataset/raw/sano/sano_09702.jpg|dataset/train/atencion/atencion_00233.jpg|dataset/validation/sano/sano_09702.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00860.jpg|dataset/raw/sano/sano_04696.jpg|dataset/train/atencion/atencion_00860.jpg|dataset/validation/sano/sano_04696.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00177.jpg|dataset/raw/sano/sano_05769.jpg|dataset/train/atencion/atencion_00177.jpg|dataset/train/sano/sano_05769.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_05755.jpg|dataset/raw/peligro/peligro_00677.jpg|dataset/train/atencion/atencion_05755.jpg|dataset/train/peligro/peligro_00677.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_05045.jpg|dataset/raw/peligro/peligro_06486.jpg|dataset/train/atencion/atencion_05045.jpg|dataset/train/peligro/peligro_06486.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_07781.jpg|dataset/raw/peligro/peligro_00378.jpg|dataset/validation/atencion/atencion_07781.jpg|dataset/validation/peligro/peligro_00378.jpg,,Grupo con 4 copias en splits raw|validation.
critica,duplicado_exacto,peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_05721.jpg|dataset/raw/sano/sano_09610.jpg|dataset/train/sano/sano_09610.jpg|dataset/validation/peligro/peligro_05721.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00349.jpg|dataset/raw/sano/sano_03246.jpg|dataset/train/atencion/atencion_00349.jpg|dataset/train/sano/sano_03246.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02388.jpg|dataset/raw/sano/sano_01174.jpg|dataset/train/atencion/atencion_02388.jpg|dataset/train/sano/sano_01174.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02906.jpg|dataset/raw/sano/sano_04292.jpg|dataset/train/atencion/atencion_02906.jpg|dataset/validation/sano/sano_04292.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_09857.jpg|dataset/raw/peligro/peligro_00104.jpg|dataset/train/atencion/atencion_09857.jpg|dataset/train/peligro/peligro_00104.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_03340.jpg|dataset/raw/peligro/peligro_03449.jpg|dataset/validation/atencion/atencion_03340.jpg|dataset/validation/peligro/peligro_03449.jpg,,Grupo con 4 copias en splits raw|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_08223.jpg|dataset/raw/sano/sano_00782.jpg|dataset/train/atencion/atencion_08223.jpg|dataset/validation/sano/sano_00782.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00600.jpg|dataset/raw/peligro/peligro_07727.jpg|dataset/train/atencion/atencion_00600.jpg|dataset/test/peligro/peligro_07727.jpg,,Grupo con 4 copias en splits raw|test|train.
critica,duplicado_exacto,peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_03233.jpg|dataset/raw/sano/sano_04313.jpg|dataset/train/sano/sano_04313.jpg|dataset/validation/peligro/peligro_03233.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00658.jpg|dataset/raw/peligro/peligro_00694.jpg|dataset/train/atencion/atencion_00658.jpg|dataset/validation/peligro/peligro_00694.jpg,,Grupo con 4 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00034.jpg|dataset/raw/peligro/peligro_00101.jpg|dataset/train/atencion/atencion_00034.jpg|dataset/train/peligro/peligro_00101.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_04792.jpg|dataset/raw/peligro/peligro_11476.jpg|dataset/train/atencion/atencion_04792.jpg|dataset/train/peligro/peligro_11476.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_03687.jpg|dataset/raw/peligro/peligro_00271.jpg|dataset/train/atencion/atencion_03687.jpg|dataset/train/peligro/peligro_00271.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00012.jpg|dataset/raw/sano/sano_00139.jpg|dataset/train/atencion/atencion_00012.jpg|dataset/train/sano/sano_00139.jpg,,Grupo con 4 copias en splits raw|train.
critica,duplicado_exacto,peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_00230.jpg|dataset/raw/sano/sano_02935.jpg|dataset/validation/peligro/peligro_00230.jpg|dataset/test/sano/sano_02935.jpg,,Grupo con 4 copias en splits raw|test|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_00017.jpg|dataset/train/atencion/atencion_01405.jpg|dataset/train/peligro/peligro_00017.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_03515.jpg|dataset/train/peligro/peligro_03515.jpg|dataset/validation/atencion/atencion_01977.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_02884.jpg|dataset/train/atencion/atencion_01469.jpg|dataset/train/sano/sano_02884.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_03879.jpg|dataset/train/atencion/atencion_01844.jpg|dataset/train/sano/sano_03879.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_05954.jpg|dataset/train/atencion/atencion_01047.jpg|dataset/train/peligro/peligro_05954.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00782.jpg|dataset/train/atencion/atencion_00782.jpg|dataset/train/peligro/peligro_05562.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_06284.jpg|dataset/train/peligro/peligro_01963.jpg|dataset/validation/atencion/atencion_06284.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_05758.jpg|dataset/train/atencion/atencion_05758.jpg|dataset/train/peligro/peligro_01522.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_01470.jpg|dataset/raw/peligro/peligro_01879.jpg|dataset/raw/sano/sano_02308.jpg,,Grupo con 3 copias en splits raw.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_03929.jpg|dataset/train/atencion/atencion_02180.jpg|dataset/train/peligro/peligro_03929.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_00022.jpg|dataset/train/atencion/atencion_01550.jpg|dataset/validation/peligro/peligro_00022.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_00939.jpg|dataset/test/atencion/atencion_01696.jpg|dataset/test/sano/sano_00939.jpg,,Grupo con 3 copias en splits raw|test.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_04737.jpg|dataset/train/atencion/atencion_04737.jpg|dataset/train/peligro/peligro_12494.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_00068.jpg|dataset/train/atencion/atencion_01521.jpg|dataset/train/peligro/peligro_00068.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_10469.jpg|dataset/train/peligro/peligro_10469.jpg|dataset/validation/atencion/atencion_01166.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_13565.jpg|dataset/train/atencion/atencion_01518.jpg|dataset/train/peligro/peligro_13565.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_03350.jpg|dataset/train/atencion/atencion_03350.jpg|dataset/test/peligro/peligro_04467.jpg,,Grupo con 3 copias en splits raw|test|train.
critica,duplicado_exacto,atencion|peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02102.jpg|dataset/raw/peligro/peligro_02591.jpg|dataset/raw/sano/sano_02724.jpg,,Grupo con 3 copias en splits raw.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_00181.jpg|dataset/train/atencion/atencion_00102.jpg|dataset/validation/sano/sano_00181.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_03246.jpg|dataset/train/sano/sano_01945.jpg|dataset/validation/atencion/atencion_03246.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02316.jpg|dataset/train/peligro/peligro_01500.jpg|dataset/test/atencion/atencion_02316.jpg,,Grupo con 3 copias en splits raw|test|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_00093.jpg|dataset/train/peligro/peligro_00093.jpg|dataset/validation/atencion/atencion_01398.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_00067.jpg|dataset/train/atencion/atencion_01486.jpg|dataset/train/peligro/peligro_00067.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_04383.jpg|dataset/train/atencion/atencion_04738.jpg|dataset/train/peligro/peligro_04383.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_10119.jpg|dataset/train/atencion/atencion_00528.jpg|dataset/train/peligro/peligro_10119.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_00525.jpg|dataset/train/sano/sano_00525.jpg|dataset/test/atencion/atencion_01958.jpg,,Grupo con 3 copias en splits raw|test|train.
critica,duplicado_exacto,atencion|peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_01465.jpg|dataset/raw/peligro/peligro_01409.jpg|dataset/raw/sano/sano_02235.jpg,,Grupo con 3 copias en splits raw.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_10191.jpg|dataset/train/atencion/atencion_01908.jpg|dataset/train/sano/sano_10191.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_01169.jpg|dataset/train/peligro/peligro_01169.jpg|dataset/validation/atencion/atencion_01412.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_03070.jpg|dataset/train/atencion/atencion_01937.jpg|dataset/validation/peligro/peligro_03070.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_00732.jpg|dataset/train/atencion/atencion_00732.jpg|dataset/train/peligro/peligro_01489.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_00208.jpg|dataset/train/atencion/atencion_00082.jpg|dataset/train/sano/sano_00208.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_07034.jpg|dataset/train/atencion/atencion_07034.jpg|dataset/train/peligro/peligro_05577.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_04340.jpg|dataset/train/sano/sano_04340.jpg|dataset/validation/atencion/atencion_01756.jpg,,Grupo con 3 copias en splits raw|train|validation.
critica,duplicado_exacto,atencion|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/sano/sano_09177.jpg|dataset/train/atencion/atencion_01772.jpg|dataset/train/sano/sano_09177.jpg,,Grupo con 3 copias en splits raw|train.
critica,duplicado_exacto,atencion|peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/train/atencion/atencion_01548.jpg|dataset/train/sano/sano_02008.jpg|dataset/test/peligro/peligro_02082.jpg,,Grupo con 3 copias en splits test|train.
critica,duplicado_exacto,atencion|peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_01372.jpg|dataset/raw/peligro/peligro_01995.jpg|dataset/raw/sano/sano_02046.jpg,,Grupo con 3 copias en splits raw.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_01816.jpg|dataset/raw/peligro/peligro_01564.jpg,,Grupo con 2 copias en splits raw.
critica,duplicado_exacto,peligro|sano,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/peligro/peligro_01274.jpg|dataset/raw/sano/sano_01928.jpg,,Grupo con 2 copias en splits raw.
critica,duplicado_exacto,atencion|peligro,definir una sola etiqueta canonica y evitar fuga entre splits,sha256,dataset/raw/atencion/atencion_02018.jpg|dataset/raw/peligro/peligro_02505.jpg,,Grupo con 2 copias en splits raw.
