decision,reason,original_class,path,sha256,phash
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01519.jpg,1e5b33c0002abaf940a829aa50fc76722db66d945540b41068ba62fecc4f8aec,ddb16bd60cc99254
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01613.jpg,200e09b06659a233839757bad8b95c86748d320d89a6bd325b5361ebfd1ac9b5,a0f0b7d0478bbcc5
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_08131.jpg,205591a98c17b997264da5dca712c28c79d1697a3410154d217796aad5d0103f,bed51502792b04bf
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01765.jpg,22c4a981b56f31429766a88a0b2e3d2d9cd8b3c4585259ecd6a064f018886ae2,c4ac37b139d0bc6a
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01695.jpg,2362f9ee2d0eef155f28e01eb2f0cfa375bc9e9ea0ffa4be82ff5d8d8fad5c05,f991e33c08149ef6
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00782.jpg,23a5ae707f9cbe892f06c572eb010e36193b9dce5008bd8d6cd06f690d947dba,f0f42e7a1e0ba391
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01753.jpg,2424dbf8c4abb4a56727c70a8eaa5bc9b842d3949db34a46b08e68c2d7a99b23,ee8b3cf074d0605e
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03329.jpg,2507e6a6c3cb7af450e39bb1ec031d1d316e313a1801338fcae7cf282171fa01,a5c3361b1b745c5a
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01747.jpg,290a2df61d1c079efbd71852ccb37a8c2c624b6fc32c72b9c6bfe17d1576f9a4,9e97dd40c16ccd1c
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_06284.jpg,2e2ed7083a7ada06eb4b0b3cd8cd5a09e81785b8b9c8263f52b7bbfd13cc2825,d89a33275bd50a27
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05171.jpg,2e5461923f6840d1b16c2f24e89aaff63a0109ef17e7704fd153b35ef5656bd9,a61bafe47010f2f1
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00700.jpg,31062db8e14f2b216eec7b472026ab23e54d87df5e7eb272361deb2c72d4ed27,c2d56ac225aff454
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05758.jpg,329a70ba32588a03a1b12ea7c0b750cd2025796d7f1111c22f353e2445af9114,ebd209935d780c7c
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_09665.jpg,34723c1084085ab231318cd2ffd8e761db6860cb3b3b6c0de8d8150902639d2d,ff8f6a30b41c90cc
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05400.jpg,3529384e742e70ccf88294544b21961fc55b4dbda8922d1d76062f43a5f4668c,d3f08fbcdcc11226
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01248.jpg,37d205b2d28d84d3152d5b52dce1fec9b889ece36a011f1fec67b604c24c928d,f50afdf62b90824a
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01470.jpg,3827ea2f0b2f99f064db069b6fe1ce6221b5ef75012985d980f3d89d4b5b3b24,b1d55ed82d3e4825
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00004.jpg,39012e72cfdde87a3d4e0fe81e635b9bef6590ef922fb8f6ded8753fdceb13a5,faa525503de2a64b
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00580.jpg,3a57c2961d2bb8b0654fa790ec059b4c3978cd477178a98a385effb87dde2426,b6fc6681f8af0170
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01155.jpg,3fdc3ded8c746109e4d42a1451e56a8ccd42340c6b637090eb5a053a694060fa,a0c8563e7b9663e4
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01797.jpg,416521f2ed23f7348c4c80febed1246b7ac13505b8cb896a4f0b33b72650b881,81cb1a6e49977d2c
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_12528.jpg,439e1bb703a7e13230f61d5da8a3e8c62cc31cbc9718d5f75e520122de1c748a,cc8c350336f903fb
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01759.jpg,48130ec1f5d868346da6c7f04d611db597ed6606c47bb840a456859e4dd24908,af944c0fcdad50a3
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_09628.jpg,4900f519ff1ef1c93e546a59b0fb5ae6dfe7e008aaa3383396ef5aff68492863,e56de43239c07c8e
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03882.jpg,49326f6ebd8f050b3a550833ddc6b3274f53cfe303cabef3c446b1474949435c,cac2b7b490c505ef
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03300.jpg,4990344e2a42a6eaae5cf650487dc00d9ab785f5a4f7f5995b90f4a8f1a4145f,abdfb763c4218a22
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_04737.jpg,4a832fb815a4b50db48287ddd840e5ab93e939459f980fd09f97ab7e750d9b19,c0781acf0f343e67
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00574.jpg,4ad9d8f15fa9a4127b543bc31ca1cea6cefd9d5cba337b56d7e718c830e01501,8c763349c4eb9655
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03031.jpg,4c45be9235260af50ca074ea6b49a17a18e2cc02247342949f20a64306ab9cdb,d6c4817a09763ed5
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01529.jpg,4ed7291bba747ab406f05a53c31e268afaa82a825d7dddadfc0659946c5bf639,ce98877423a77133
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02031.jpg,52703b2d874fe9d734b68d8c1f3bbb8e9a8a6d6c755107290c687f645dfff4bd,a6da7183c9b8478d
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01208.jpg,5800d94359a2bb16bf81cbc2d26bb687d8600a4cab54d4d2b7b7e94ccab244e6,88c3eda18ee1bf81
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00666.jpg,5940067c3ecd566f7a1028f6168dace8eb71aca38ecae9262611bbc1a522d324,dc5bb366e219f009
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01269.jpg,59dccbdf7aa0b6c0f4683dc712ed984c96d48a0157028781a72c0691752427e0,b1e57710269c86e7
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01621.jpg,5a4ad2016dcd2ebc7f9b2636ac2bf273c0b95fd4efc28eaf8181f3de638a5a55,8b903629b14b57e7
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00656.jpg,5ac6e43284cb5c117da1650b94816d2cae988854e048c47c781df221435b0fa0,8d097af0fac6059e
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01236.jpg,5c3d8f42d8d634dcdf2a1ded3d65d0182e5002c1181dd3e636db8adb64aa64f0,829036c7bc3b47ec
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_04687.jpg,5e80b557e11c7f29f40eaf153056771cea0c6a2b4c7fad7f44f0e091ad9fd983,94159b35ed61ec43
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05807.jpg,5fc484787819b421f09e840c354ff40852f7bf9cce234b104ea0ee063351a3cd,8d2a7cda17d5309c
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01361.jpg,5fe6e6f37a6f2a39ce99f68601d8cb10740acf9043c2c9dabe40b06a2fad106b,f632dadb4b48c078
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02919.jpg,601a340db7929f5b656eb909bd9c7e2126a34caae5ea6248bfc910ed6cd4870f,a9038f4af01fde1c
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00619.jpg,61175d5ff4442e27b6a7fafb01644072de5ecdef52cd0071afe57653b0ae085f,eb569025c41bcf4d
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00661.jpg,618443ecea6a7d943b4458f4fde23f8d942b2a95abe1bbca4cd6b43d3397c484,b5e80b37bf14c234
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02541.jpg,6612ab5b6070f67677c538eca4c44929d57b01f6e2a4eb7f5feeba41c0ddfc45,a73adc0d8bd0b315
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02991.jpg,66f53cc8ea63b1af168f5e4b782a49ea9e08959216788f6946bab90551836a23,fee5e005926e9a8c
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03350.jpg,67a1e8d0c96156a83cf700940141d4e2c9e660e894b434f4713f90c8b5b30a2b,86d6b6b0d09e93b4
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02102.jpg,6c7b024cfdec9a205f977d8545a2c5f087ada66caada60f72a6574fd1cab3cce,d3912477534b5cb2
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00555.jpg,6d19e236caa90d68b14c65f9edea7d01f8dc5911dd6f53dc5425b55d643ffc2c,80b07183debcbf25
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00225.jpg,6dd5f8afb2a9f6fdf63afd2941e8ad871a8b2d5d20aef4dcf8b6f08dc1f27790,c5a03894d348efb7
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05135.jpg,6e046c7288de30d7566f3e64243f6146eec8b5f13040022b2e191b902b66d5d5,971a29efc229e43c
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00630.jpg,703d3291996e2d76b40fe6920c228cbe23346c7736431aa807a2640b054faa77,a5631cf62f286e29
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02194.jpg,72bc51495b4630559eb42867588d7e8214d5e55d7bb860f057f8d4575c52507d,e82ea015ce7be54a
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_06647.jpg,73b0c0804ab510691acdc2d35d3f467e1f8b1772f8b133b2c9e4daf7d8fc42b4,e89667791a873439
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03246.jpg,764249ab07f60a141dffc1104ea670bba54baebac27d0a5a12b37a86b14a2a01,e0dca9711cce7439
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01791.jpg,78c1390231bb6c782fd157917dd9a0e067260f13cc1437a559f676d9caf6ed5f,f7c5dad421899658
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02872.jpg,7a2f05d7063e6f144a0943ceea8431be6514d683d54f74a0a8ab2ad7ac0b26d8,eb0ee5fcc5c08683
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05751.jpg,7a4693431ffe127bbacf304e014e762827207dbed5082b5f2d7fb49dcf40f87c,82c560353fa73e0f
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01775.jpg,7c87c5ebf4dc6cc9fca7e96546f0f37ec48f1450442b0893dea6c822ea48bfcd,d4493f94598d44f6
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03518.jpg,7c892630128479b8c4a54d1014080778e529b85e6c8084a37decc34bbd0a22d2,c3907e63a9b4564b
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_11964.jpg,7dd89b9035ec0b783a11553fa83ed14a10baad6a9c43f66b40d6a8d5e237b99e,92d02d3c39b69fe0
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00807.jpg,7eb8d8709c4a0415cdf1b35819362f35e842f02735c2e010f7299cfd27b43525,c793d6571196f4a0
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01606.jpg,8036d22543d5aeac7d421650b9fd6d0433fc110099f5a31bc1ca7587fceae49c,89d251894f56b9ad
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00636.jpg,83f6f5811f4aebb41d2aee7147c236ac9402ba0f3aa4d5132ba33ecd36521759,9bb50642cd3e07d3
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01643.jpg,8666f02f615b795b0e43b131988dbb21b85f07ad559deb0aaa5f47ebcf3811bc,b67289c3a5df4087
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00665.jpg,8a27702dfb71f8de95fa75dfa2094a7d48baeec7c78e9cb05a1056fe5f19b89e,ce9b308f590e730e
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01180.jpg,8a29ef59652b095a170b62bda9473741e13c014f7658fed9dacbd818eaf9b44b,f48fc920f6f90847
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01337.jpg,8a473c854f4ce0c7a8f81cdf5f881880bbfeeb459d820cb58b711f1db89ab61c,a80f8f7cb0e3a19c
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02316.jpg,8bb318bd0ee6e91e432818179093baaa004c1b159ef5e4b562ba2ffc0b89ee73,d86868d97079e1cd
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00693.jpg,8d7d666c21b28a0fdbcec3c7dd061a386d3292727de65a7a5ac94a6440126736,e5a0b20eec5da92e
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00763.jpg,9211632258824eb97dee38c8763096412c52da81498bb0fde01bfd284bd20bd5,c544e567a47bb24c
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01586.jpg,93e248cbe0945bb42c4d6b5a3557523096ef86cd3fbf7557cac17be4a2740c6b,81d03f6b0c9b73ac
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_10354.jpg,96ebe8573fa656a73b60a943d5cf85af4928fdca567b5aec08f6d5c93b93d9a9,c1bd9b8695eb6160
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00233.jpg,96f43dbcabdbfa21d784bdcaa3f6edc1dd59c9548a9bf1717f5b73922653ec4f,c311b17ebc32b546
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01399.jpg,97b2f021b68d7560dd8ddd82c06f45d0539481b56075e9e46ca3dfabb6ca8692,d8303597cf1a527a
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02094.jpg,9c654cf6a627ac6181de011abf08f83853d7802157d120248d7fec17c3972893,bee8920bd9c4c99c
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01427.jpg,9fdbf7f7a24a7ddfda4e244407101bad6e38e09f2a5b78138d464ed0553a2a57,87e0cc338d75331b
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00606.jpg,a0f135a140a5773ac8b4b52400a4db225a85b109e2168471ceea514adfcb5f6e,d403e1cf382f9ec1
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01587.jpg,a2a7ae9c58c674e798965f3f65d1dbbc4797f239c67e6ff38c1b6653179dbd44,b906dece86a6a683
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01260.jpg,a6d91fd76531ac2b65aebae1093640002ca2d7ad734359eb7c6a6f0ca72fbe99,fde4c88e32333711
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00860.jpg,a85b047f28dc83dcdf9a852562284b94f3beb4ce258d3234d4e1362bab288310,f8f38caa05538b4d
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00177.jpg,a9523199e3ab8caaf05dd7c05df9b3d4b7cf57d855a915d0a38c449460cce7c9,d7be79c12e7060c2
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_07452.jpg,a9dca6cf0f172d15c167b48b46d036daf8239c66dd784534bea790b4f0c1098f,8f87f0c88d59a64b
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02626.jpg,acbc3170ea316a3166afcbccfc4ac940ef8fa3f19910d3622668f6430c77d396,f0889fa5289da3f4
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05755.jpg,acfeb7a213103ef76ddfd3d99995289553aad2ed8a2a2f254307b932cc0ed4c9,dc1a0fb37c62a507
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05045.jpg,af17962ff6966af2d2c402ea9324541d334d5f2ea3e7831040874c7f4656029e,ab72c799a10cf83a
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01594.jpg,b0bfdd4d3370f186c99f19d9196b523a9c6c4820f1c94dddf007ee1393eafb9b,b89d588b588fba52
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_07781.jpg,b18c1b7d419b367d797ce1a35175281092cad39a593f7781de798a97fab79861,e78d3660d3e0179a
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01842.jpg,b2f45b4675f1df39770ddfbd344e5745987d4a136716c394aec883ea536307f3,ad52cbcd053c323b
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00349.jpg,b6e0b1c9ef480d5263f5053dc805918204de2a7c4761ec8723f8eb263bca37f4,eef0c409b3cb9a13
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01465.jpg,b7e6e40080af368d87f9a5bccafc07d893e0671ff3a9a836be15474cf9f1769f,c21c7d29d9c2e3d2
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02388.jpg,b97e99cc522727264ff97f14304bbad1e3dc9301d0a79dadc71e0f802af5925e,a30b9e34e11cddd2
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01560.jpg,b9fcd28ead8a7866c450a07679f1bf0b3b4ef1749b081e8812c184d9a46c1efa,dde6213c1638f0ad
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01422.jpg,ba27a5a5e66bfb3c6c7527196150572fa3b5827e8e51b9f4cfe31a3fcf087f81,f74b591078a786cc
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01543.jpg,ba4a16e26aed505a352dc9c7a7f45228bbda7044a4ac5968bb97db4c571d59d6,d7527d64426227b6
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01268.jpg,c093b8572ecd91704bc284b070fe9241a52b00a62092e608d498b3f3d33f7bc5,da8aa4f2d19033f3
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02906.jpg,c1c630506bffec069ee6ef8d4f5657614e759c7efa7644e05140c9d1eb317876,db92a07c8c0e4f5e
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01535.jpg,c89d4de13f435f4ae0a18c9a2493b7ae9ec51a4b01a64a3d1deee7e14a35e2bf,9fe57c0e251c7a0a
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00732.jpg,caa2587df87e75a2ca8c27c4e71aff41d7a1a339819fb1cfb37a09a3dcd3153f,ede6369201e693a6
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_09857.jpg,ccd48f8c9ff7e8ecdcb0dff3900c3458d5627f3684f341a435db7c8ca5120c8a,c12f33aa2fa9a195
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03340.jpg,cf19bb86bf849387f88244d36a62ed46c73254269f696eff3fc223e0e4b2c955,85ca5d3d4a663a72
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_08223.jpg,d09a1b570b1c450491c654b59c48f4851f1e56ee109886f1f526e436946e5c45,9c1b4af131251ee7
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00600.jpg,d0fe2e0d0188ea61991ac8996afa4f356367896ac2759e4e1f4d0e33bba21342,ae609426daf7c1d2
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00658.jpg,d9c06f0831f508740af8301ffa39edbf28c12697ee050ab9fd871b21140fa3d4,9455f421a3351fa7
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_02510.jpg,dd09dbaf3a4a3b383f980941820323833e0dd5cb089f94de7a67d3aa488fad22,c71e3f27096ab0c6
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01214.jpg,df42c701b11209409d588bf0e68e83915773ec2925ddd4ee634dc529177a4d89,d7836c60c735f09a
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_00034.jpg,df6a17ee52c8373fe86f0a2ed0ed7a8cc88e4a091ad983304f89194f570319c3,d2c1bba47a88b4ae
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01585.jpg,e1c7210ff814ccdce3fbf7a861c5d3212717a92bc0246f8b824bde0c9851e1c6,c24f98bb3264a2af
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_04792.jpg,e39f16c788d3015118ee451ecfee522fa790d9389399cba99249cf9dcd633313,dceb81061bbaf1c1
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_07034.jpg,e3d56d0422f1e7aace64f7f5b05512ada2a32175cfb2e8460876497bb394bbcb,ea9380957c687b2d
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01159.jpg,e6efdad90a5de3d29383cf2f0a6919f2849839401829586ae4ae0874c100d6b1,b4eacb392ad76224
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05788.jpg,e8b57f0c1841e52bbdbe6d660456079ec15ef6d6d974a503dcdc522edf8cef1c,ec9338ac533e218f
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_05764.jpg,ec853e893a0aa4d4db1682993588ef4e02668b9498ba20a75dd055dfa9a7288f,b4d80e9ca0ddb347
revision_dudosa,similaridad perceptual con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_06629.jpg,ed115f351c4ccadd705daafa66cbcda3839b0eb66cb774ce55525ac8f4125529,daa1e6ac1d3ad131
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_03687.jpg,f106c11fc6cb20108a58fe0e4ce889fb4ff1f5ce94b2b48123d279776595f666,d78ca0e65894cba7
revision_dudosa,duplicado exacto con etiqueta conflictiva,atencion,dataset/raw/atencion/atencion_01813.jpg,f16d99bf659b5073228393c930b7aa1cf58fd72cfdfbeccc6c7bbedf6c330049,f1b349986bc41b6c
