distance,split_a,class_a,path_a,split_b,class_b,path_b,cross_split,cross_class
0,raw,atencion,dataset/raw/atencion/atencion_00202.jpg,train,atencion,dataset/train/atencion/atencion_00202.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00202.jpg,train,sano,dataset/train/sano/sano_01813.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00205.jpg,train,atencion,dataset/train/atencion/atencion_00205.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00209.jpg,train,atencion,dataset/train/atencion/atencion_00209.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00223.jpg,train,atencion,dataset/train/atencion/atencion_00223.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00225.jpg,train,atencion,dataset/train/atencion/atencion_00225.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00225.jpg,train,sano,dataset/train/sano/sano_04875.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00233.jpg,train,atencion,dataset/train/atencion/atencion_00233.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00233.jpg,validation,sano,dataset/validation/sano/sano_09702.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00234.jpg,train,atencion,dataset/train/atencion/atencion_00234.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00239.jpg,train,atencion,dataset/train/atencion/atencion_00239.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00254.jpg,train,atencion,dataset/train/atencion/atencion_00254.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00272.jpg,train,atencion,dataset/train/atencion/atencion_00272.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00280.jpg,test,atencion,dataset/test/atencion/atencion_00280.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00287.jpg,validation,atencion,dataset/validation/atencion/atencion_00287.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00289.jpg,train,atencion,dataset/train/atencion/atencion_00289.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00301.jpg,train,atencion,dataset/train/atencion/atencion_00301.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00302.jpg,validation,atencion,dataset/validation/atencion/atencion_00302.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00310.jpg,validation,atencion,dataset/validation/atencion/atencion_00310.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00311.jpg,validation,atencion,dataset/validation/atencion/atencion_00311.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00319.jpg,test,atencion,dataset/test/atencion/atencion_00319.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00336.jpg,train,atencion,dataset/train/atencion/atencion_00336.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00343.jpg,train,atencion,dataset/train/atencion/atencion_00343.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00345.jpg,test,atencion,dataset/test/atencion/atencion_00345.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00349.jpg,train,atencion,dataset/train/atencion/atencion_00349.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00349.jpg,train,sano,dataset/train/sano/sano_03246.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00358.jpg,train,atencion,dataset/train/atencion/atencion_00358.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00373.jpg,train,atencion,dataset/train/atencion/atencion_00373.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00375.jpg,validation,atencion,dataset/validation/atencion/atencion_00375.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00393.jpg,validation,atencion,dataset/validation/atencion/atencion_00393.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00394.jpg,train,atencion,dataset/train/atencion/atencion_00394.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00409.jpg,validation,atencion,dataset/validation/atencion/atencion_00409.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00418.jpg,train,atencion,dataset/train/atencion/atencion_00418.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00433.jpg,train,atencion,dataset/train/atencion/atencion_00433.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00453.jpg,train,atencion,dataset/train/atencion/atencion_00453.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00457.jpg,train,atencion,dataset/train/atencion/atencion_00457.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00461.jpg,validation,atencion,dataset/validation/atencion/atencion_00461.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00462.jpg,train,atencion,dataset/train/atencion/atencion_00462.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00466.jpg,train,atencion,dataset/train/atencion/atencion_00466.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00480.jpg,validation,atencion,dataset/validation/atencion/atencion_00480.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00481.jpg,train,atencion,dataset/train/atencion/atencion_00481.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00484.jpg,validation,atencion,dataset/validation/atencion/atencion_00484.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00529.jpg,train,atencion,dataset/train/atencion/atencion_00529.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00534.jpg,train,atencion,dataset/train/atencion/atencion_00534.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00540.jpg,validation,atencion,dataset/validation/atencion/atencion_00540.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00555.jpg,test,atencion,dataset/test/atencion/atencion_00555.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00555.jpg,train,peligro,dataset/train/peligro/peligro_01347.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00563.jpg,train,atencion,dataset/train/atencion/atencion_00563.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00565.jpg,train,atencion,dataset/train/atencion/atencion_00565.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00574.jpg,train,atencion,dataset/train/atencion/atencion_00574.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00574.jpg,train,peligro,dataset/train/peligro/peligro_00765.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00580.jpg,train,atencion,dataset/train/atencion/atencion_00580.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00587.jpg,validation,atencion,dataset/validation/atencion/atencion_00587.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00597.jpg,test,atencion,dataset/test/atencion/atencion_00597.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00600.jpg,test,peligro,dataset/test/peligro/peligro_07727.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00600.jpg,train,atencion,dataset/train/atencion/atencion_00600.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00606.jpg,train,atencion,dataset/train/atencion/atencion_00606.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00607.jpg,validation,atencion,dataset/validation/atencion/atencion_00607.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00612.jpg,train,atencion,dataset/train/atencion/atencion_00612.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00617.jpg,train,atencion,dataset/train/atencion/atencion_00617.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00619.jpg,train,atencion,dataset/train/atencion/atencion_00619.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00619.jpg,validation,peligro,dataset/validation/peligro/peligro_01671.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00630.jpg,train,atencion,dataset/train/atencion/atencion_00630.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00630.jpg,validation,peligro,dataset/validation/peligro/peligro_00070.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00636.jpg,train,atencion,dataset/train/atencion/atencion_00636.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00636.jpg,train,peligro,dataset/train/peligro/peligro_00300.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00644.jpg,train,atencion,dataset/train/atencion/atencion_00644.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00649.jpg,train,atencion,dataset/train/atencion/atencion_00649.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00652.jpg,train,atencion,dataset/train/atencion/atencion_00652.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00654.jpg,train,atencion,dataset/train/atencion/atencion_00654.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00655.jpg,validation,atencion,dataset/validation/atencion/atencion_00655.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00656.jpg,train,atencion,dataset/train/atencion/atencion_00656.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00658.jpg,train,atencion,dataset/train/atencion/atencion_00658.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00658.jpg,validation,peligro,dataset/validation/peligro/peligro_00694.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00661.jpg,test,atencion,dataset/test/atencion/atencion_00661.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00661.jpg,train,peligro,dataset/train/peligro/peligro_00010.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00665.jpg,train,atencion,dataset/train/atencion/atencion_00665.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00665.jpg,train,peligro,dataset/train/peligro/peligro_00111.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00666.jpg,train,atencion,dataset/train/atencion/atencion_00666.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00666.jpg,train,peligro,dataset/train/peligro/peligro_00277.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00669.jpg,train,atencion,dataset/train/atencion/atencion_00669.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00675.jpg,train,atencion,dataset/train/atencion/atencion_00675.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00676.jpg,train,atencion,dataset/train/atencion/atencion_00676.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00679.jpg,train,atencion,dataset/train/atencion/atencion_00679.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00684.jpg,train,atencion,dataset/train/atencion/atencion_00684.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00690.jpg,validation,atencion,dataset/validation/atencion/atencion_00690.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00691.jpg,validation,atencion,dataset/validation/atencion/atencion_00691.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00693.jpg,test,peligro,dataset/test/peligro/peligro_00113.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00693.jpg,train,atencion,dataset/train/atencion/atencion_00693.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00695.jpg,train,atencion,dataset/train/atencion/atencion_00695.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00700.jpg,train,peligro,dataset/train/peligro/peligro_00100.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00700.jpg,validation,atencion,dataset/validation/atencion/atencion_00700.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00708.jpg,train,atencion,dataset/train/atencion/atencion_00708.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00722.jpg,validation,atencion,dataset/validation/atencion/atencion_00722.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00727.jpg,train,atencion,dataset/train/atencion/atencion_00727.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00728.jpg,train,atencion,dataset/train/atencion/atencion_00728.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00732.jpg,train,atencion,dataset/train/atencion/atencion_00732.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00732.jpg,train,peligro,dataset/train/peligro/peligro_01489.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00738.jpg,test,atencion,dataset/test/atencion/atencion_00738.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00739.jpg,train,atencion,dataset/train/atencion/atencion_00739.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00746.jpg,train,atencion,dataset/train/atencion/atencion_00746.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00748.jpg,train,atencion,dataset/train/atencion/atencion_00748.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00760.jpg,train,atencion,dataset/train/atencion/atencion_00760.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00763.jpg,train,atencion,dataset/train/atencion/atencion_00763.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00763.jpg,train,peligro,dataset/train/peligro/peligro_00118.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00763.jpg,train,sano,dataset/train/sano/sano_04371.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00768.jpg,test,atencion,dataset/test/atencion/atencion_00768.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00774.jpg,train,atencion,dataset/train/atencion/atencion_00774.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00782.jpg,train,atencion,dataset/train/atencion/atencion_00782.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00782.jpg,train,peligro,dataset/train/peligro/peligro_05562.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00807.jpg,train,atencion,dataset/train/atencion/atencion_00807.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00854.jpg,train,atencion,dataset/train/atencion/atencion_00854.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00860.jpg,train,atencion,dataset/train/atencion/atencion_00860.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_00860.jpg,validation,sano,dataset/validation/sano/sano_04696.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_00979.jpg,train,atencion,dataset/train/atencion/atencion_00979.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01072.jpg,train,atencion,dataset/train/atencion/atencion_01072.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01077.jpg,train,atencion,dataset/train/atencion/atencion_01077.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01099.jpg,train,atencion,dataset/train/atencion/atencion_01099.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01107.jpg,test,atencion,dataset/test/atencion/atencion_01107.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01138.jpg,train,atencion,dataset/train/atencion/atencion_01138.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01155.jpg,train,peligro,dataset/train/peligro/peligro_01169.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01155.jpg,validation,atencion,dataset/validation/atencion/atencion_01412.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01168.jpg,validation,atencion,dataset/validation/atencion/atencion_01419.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01180.jpg,train,peligro,dataset/train/peligro/peligro_00030.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01208.jpg,test,atencion,dataset/test/atencion/atencion_00716.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01214.jpg,train,peligro,dataset/train/peligro/peligro_00064.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01246.jpg,train,atencion,dataset/train/atencion/atencion_01367.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01248.jpg,train,peligro,dataset/train/peligro/peligro_00093.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01248.jpg,validation,atencion,dataset/validation/atencion/atencion_01398.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01260.jpg,test,atencion,dataset/test/atencion/atencion_07007.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01260.jpg,test,peligro,dataset/test/peligro/peligro_01895.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01269.jpg,validation,peligro,dataset/validation/peligro/peligro_06664.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01278.jpg,train,atencion,dataset/train/atencion/atencion_05257.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01293.jpg,train,atencion,dataset/train/atencion/atencion_01405.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01293.jpg,train,peligro,dataset/train/peligro/peligro_00017.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01327.jpg,train,atencion,dataset/train/atencion/atencion_03667.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01372.jpg,test,atencion,dataset/test/atencion/atencion_00776.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01377.jpg,test,sano,dataset/test/sano/sano_00027.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01422.jpg,train,peligro,dataset/train/peligro/peligro_00119.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01422.jpg,validation,atencion,dataset/validation/atencion/atencion_00771.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01427.jpg,train,sano,dataset/train/sano/sano_02970.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01433.jpg,train,atencion,dataset/train/atencion/atencion_01614.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01439.jpg,train,atencion,dataset/train/atencion/atencion_01631.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01465.jpg,train,atencion,dataset/train/atencion/atencion_01120.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01465.jpg,validation,peligro,dataset/validation/peligro/peligro_00189.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01519.jpg,validation,peligro,dataset/validation/peligro/peligro_00840.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01535.jpg,train,peligro,dataset/train/peligro/peligro_06855.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01535.jpg,validation,atencion,dataset/validation/atencion/atencion_03541.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01543.jpg,train,peligro,dataset/train/peligro/peligro_04578.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01544.jpg,train,atencion,dataset/train/atencion/atencion_02208.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01560.jpg,train,atencion,dataset/train/atencion/atencion_02063.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01560.jpg,train,peligro,dataset/train/peligro/peligro_01348.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01585.jpg,validation,peligro,dataset/validation/peligro/peligro_00704.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01587.jpg,validation,peligro,dataset/validation/peligro/peligro_00445.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01594.jpg,train,peligro,dataset/train/peligro/peligro_07692.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01606.jpg,train,peligro,dataset/train/peligro/peligro_00638.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01613.jpg,train,peligro,dataset/train/peligro/peligro_01491.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01630.jpg,train,atencion,dataset/train/atencion/atencion_01427.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01630.jpg,train,peligro,dataset/train/peligro/peligro_01274.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01682.jpg,train,atencion,dataset/train/atencion/atencion_12440.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01747.jpg,train,atencion,dataset/train/atencion/atencion_04738.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01747.jpg,train,peligro,dataset/train/peligro/peligro_04383.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01753.jpg,train,peligro,dataset/train/peligro/peligro_02985.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01765.jpg,train,peligro,dataset/train/peligro/peligro_00557.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01813.jpg,validation,atencion,dataset/validation/atencion/atencion_13255.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_01842.jpg,validation,peligro,dataset/validation/peligro/peligro_00310.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_01865.jpg,test,atencion,dataset/test/atencion/atencion_10576.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02005.jpg,train,atencion,dataset/train/atencion/atencion_08200.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02013.jpg,train,peligro,dataset/train/peligro/peligro_03235.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_02031.jpg,test,peligro,dataset/test/peligro/peligro_02142.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_02094.jpg,train,peligro,dataset/train/peligro/peligro_03481.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_02094.jpg,train,sano,dataset/train/sano/sano_04522.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_02180.jpg,train,atencion,dataset/train/atencion/atencion_12677.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02185 - copia.jpg,validation,atencion,dataset/validation/atencion/atencion_02185.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02194.jpg,test,atencion,dataset/test/atencion/atencion_02194.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02194.jpg,test,sano,dataset/test/sano/sano_03206.jpg,True,True
0,raw,atencion,dataset/raw/atencion/atencion_02195.jpg,train,atencion,dataset/train/atencion/atencion_02195.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02199.jpg,train,atencion,dataset/train/atencion/atencion_02199.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02202.jpg,train,atencion,dataset/train/atencion/atencion_02202.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02203.jpg,train,atencion,dataset/train/atencion/atencion_02203.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02212.jpg,train,atencion,dataset/train/atencion/atencion_02212.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02216.jpg,validation,atencion,dataset/validation/atencion/atencion_02216.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02217.jpg,train,atencion,dataset/train/atencion/atencion_02217.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02218.jpg,validation,atencion,dataset/validation/atencion/atencion_02218.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02220.jpg,train,atencion,dataset/train/atencion/atencion_02220.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02238.jpg,train,atencion,dataset/train/atencion/atencion_02238.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02249.jpg,train,atencion,dataset/train/atencion/atencion_02249.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02257.jpg,train,atencion,dataset/train/atencion/atencion_02257.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02270.jpg,validation,atencion,dataset/validation/atencion/atencion_02270.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02276.jpg,train,atencion,dataset/train/atencion/atencion_02276.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02281.jpg,train,atencion,dataset/train/atencion/atencion_02281.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02285.jpg,train,atencion,dataset/train/atencion/atencion_02285.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02286.jpg,validation,atencion,dataset/validation/atencion/atencion_02286.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02292.jpg,validation,atencion,dataset/validation/atencion/atencion_02292.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02297.jpg,train,atencion,dataset/train/atencion/atencion_02297.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02302.jpg,validation,atencion,dataset/validation/atencion/atencion_02302.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02304.jpg,test,atencion,dataset/test/atencion/atencion_02304.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02305.jpg,train,atencion,dataset/train/atencion/atencion_02305.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02307.jpg,train,atencion,dataset/train/atencion/atencion_02307.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02316.jpg,test,atencion,dataset/test/atencion/atencion_02316.jpg,True,False
0,raw,atencion,dataset/raw/atencion/atencion_02316.jpg,train,peligro,dataset/train/peligro/peligro_01500.jpg,True,True
