sha256,count,splits,classes,paths
3827ea2f0b2f99f064db069b6fe1ce6221b5ef75012985d980f3d89d4b5b3b24,3,raw,atencion|peligro|sano,dataset/raw/atencion/atencion_01470.jpg|dataset/raw/peligro/peligro_01879.jpg|dataset/raw/sano/sano_02308.jpg
3c3e997451d55a48c2a2dff5643b047d6048dc0a7b3ae0df5c27c7a1f86f8c39,3,raw|train,atencion|peligro,dataset/raw/peligro/peligro_03929.jpg|dataset/train/atencion/atencion_02180.jpg|dataset/train/peligro/peligro_03929.jpg
3e98faef7685c71faf3cbab303de80d4bc3f8beaafe491887d646399d70577d6,3,raw|train|validation,atencion|peligro,dataset/raw/peligro/peligro_00022.jpg|dataset/train/atencion/atencion_01550.jpg|dataset/validation/peligro/peligro_00022.jpg
4337a91233f9c0b36566e7474b4375a138034043104688652dcec380c4c8f195,3,raw|test,atencion|sano,dataset/raw/sano/sano_00939.jpg|dataset/test/atencion/atencion_01696.jpg|dataset/test/sano/sano_00939.jpg
4a832fb815a4b50db48287ddd840e5ab93e939459f980fd09f97ab7e750d9b19,3,raw|train,atencion|peligro,dataset/raw/atencion/atencion_04737.jpg|dataset/train/atencion/atencion_04737.jpg|dataset/train/peligro/peligro_12494.jpg
6063369b7245d4800d7b31917709cd006f2c328e1cde2524a615808297f6c22b,3,raw|train,atencion|peligro,dataset/raw/peligro/peligro_00068.jpg|dataset/train/atencion/atencion_01521.jpg|dataset/train/peligro/peligro_00068.jpg
6159c38c913bb1f6b9ecf61f56a64dbdc4e4b6b80bfd4b1f6263119e8153ac5e,3,raw|train|validation,atencion|peligro,dataset/raw/peligro/peligro_10469.jpg|dataset/train/peligro/peligro_10469.jpg|dataset/validation/atencion/atencion_01166.jpg
644df13b588896ca3f1c9318a833eff53c6c97f22aafce9c55ad28a3b85ef2b5,3,raw|train,atencion|peligro,dataset/raw/peligro/peligro_13565.jpg|dataset/train/atencion/atencion_01518.jpg|dataset/train/peligro/peligro_13565.jpg
67a1e8d0c96156a83cf700940141d4e2c9e660e894b434f4713f90c8b5b30a2b,3,raw|test|train,atencion|peligro,dataset/raw/atencion/atencion_03350.jpg|dataset/train/atencion/atencion_03350.jpg|dataset/test/peligro/peligro_04467.jpg
6c7b024cfdec9a205f977d8545a2c5f087ada66caada60f72a6574fd1cab3cce,3,raw,atencion|peligro|sano,dataset/raw/atencion/atencion_02102.jpg|dataset/raw/peligro/peligro_02591.jpg|dataset/raw/sano/sano_02724.jpg
7417f44fdcd07543c074f39771f8670f4149830d5df5d415b7a569a3ee850c6b,3,raw|train|validation,atencion|sano,dataset/raw/sano/sano_00181.jpg|dataset/train/atencion/atencion_00102.jpg|dataset/validation/sano/sano_00181.jpg
764249ab07f60a141dffc1104ea670bba54baebac27d0a5a12b37a86b14a2a01,3,raw|train|validation,atencion|sano,dataset/raw/atencion/atencion_03246.jpg|dataset/train/sano/sano_01945.jpg|dataset/validation/atencion/atencion_03246.jpg
8bb318bd0ee6e91e432818179093baaa004c1b159ef5e4b562ba2ffc0b89ee73,3,raw|test|train,atencion|peligro,dataset/raw/atencion/atencion_02316.jpg|dataset/train/peligro/peligro_01500.jpg|dataset/test/atencion/atencion_02316.jpg
8c9dc0b1456370daabef0bf588d696243745656c3113057125e8d9e03cc1cceb,3,raw|train|validation,atencion|peligro,dataset/raw/peligro/peligro_00093.jpg|dataset/train/peligro/peligro_00093.jpg|dataset/validation/atencion/atencion_01398.jpg
9e90b68c9ac2ff9d8897c14aa6d1a26f1e5bc6f596ab36c9bf6347cb8c0f795b,3,raw|train,atencion|peligro,dataset/raw/peligro/peligro_00067.jpg|dataset/train/atencion/atencion_01486.jpg|dataset/train/peligro/peligro_00067.jpg
aaccd8dae915ac554a3019bc930b5f4f3a77381cb1b7cac8c3d2ce22cb279d0d,3,raw|train,atencion|peligro,dataset/raw/peligro/peligro_04383.jpg|dataset/train/atencion/atencion_04738.jpg|dataset/train/peligro/peligro_04383.jpg
acd649b5a4ca4871babac43b21103d1f577fb82008aa183c3fa9c7ea9ec1c924,3,raw|train,atencion|peligro,dataset/raw/peligro/peligro_10119.jpg|dataset/train/atencion/atencion_00528.jpg|dataset/train/peligro/peligro_10119.jpg
b60dbda86a4b5f5d7b1ccc69e925cf5a30f82bf9cbb500329030e0ce6b3991cb,3,raw|test|train,atencion|sano,dataset/raw/sano/sano_00525.jpg|dataset/train/sano/sano_00525.jpg|dataset/test/atencion/atencion_01958.jpg
b7e6e40080af368d87f9a5bccafc07d893e0671ff3a9a836be15474cf9f1769f,3,raw,atencion|peligro|sano,dataset/raw/atencion/atencion_01465.jpg|dataset/raw/peligro/peligro_01409.jpg|dataset/raw/sano/sano_02235.jpg
bf1b569ea8440865dadb0beaf183d86c9cc5d02c6305be96ddbffb52aa005a8e,3,raw|train,atencion|sano,dataset/raw/sano/sano_10191.jpg|dataset/train/atencion/atencion_01908.jpg|dataset/train/sano/sano_10191.jpg
c3d271278124b58ba01c4fa68a0bff4312c1dcd1fc38202c1430eb41b23e4be2,3,raw|train|validation,atencion|peligro,dataset/raw/peligro/peligro_01169.jpg|dataset/train/peligro/peligro_01169.jpg|dataset/validation/atencion/atencion_01412.jpg
c759639ac57f563ffbdb42196fc19e12001a6b2f42aed42078e1434917f2015e,3,raw|train|validation,atencion|peligro,dataset/raw/peligro/peligro_03070.jpg|dataset/train/atencion/atencion_01937.jpg|dataset/validation/peligro/peligro_03070.jpg
caa2587df87e75a2ca8c27c4e71aff41d7a1a339819fb1cfb37a09a3dcd3153f,3,raw|train,atencion|peligro,dataset/raw/atencion/atencion_00732.jpg|dataset/train/atencion/atencion_00732.jpg|dataset/train/peligro/peligro_01489.jpg
d07aa89baed5e5f206b6efcd634198c3b322d4d38bfb3c2629bf1eabc62e32af,3,raw|train,atencion|sano,dataset/raw/sano/sano_00208.jpg|dataset/train/atencion/atencion_00082.jpg|dataset/train/sano/sano_00208.jpg
e3d56d0422f1e7aace64f7f5b05512ada2a32175cfb2e8460876497bb394bbcb,3,raw|train,atencion|peligro,dataset/raw/atencion/atencion_07034.jpg|dataset/train/atencion/atencion_07034.jpg|dataset/train/peligro/peligro_05577.jpg
e9e7412eb53f9ac6bf5474b28873e273e645846ab28cad8318dbbb2d21622447,3,raw|train|validation,atencion|sano,dataset/raw/sano/sano_04340.jpg|dataset/train/sano/sano_04340.jpg|dataset/validation/atencion/atencion_01756.jpg
fa4926a004771d0c590a2f383599a341a9711978feab86bcf70fcfd0e245e68c,3,raw|train,atencion|sano,dataset/raw/sano/sano_09177.jpg|dataset/train/atencion/atencion_01772.jpg|dataset/train/sano/sano_09177.jpg
fdab13225f7b633312250d883ab136c1e1f64f8bf59a8be8d54c089e7d034208,3,test|train,atencion|peligro|sano,dataset/train/atencion/atencion_01548.jpg|dataset/train/sano/sano_02008.jpg|dataset/test/peligro/peligro_02082.jpg
fdf18e34b87771807ead2dbef64e3f07a0ecd347d27b055ca8e546eac08c4ad7,3,raw,atencion|peligro|sano,dataset/raw/atencion/atencion_01372.jpg|dataset/raw/peligro/peligro_01995.jpg|dataset/raw/sano/sano_02046.jpg
0018cdb58121ea7395a9162704ead00a8d33d19ee1ac2fcd7b3723b761492d91,2,raw|test,atencion,dataset/raw/atencion/atencion_00280.jpg|dataset/test/atencion/atencion_00280.jpg
0024c1373d608e53c3ae73f5021fb3cae30d0d02f2e54a44bb4b453fa4ef8ab0,2,raw|train,sano,dataset/raw/sano/sano_04360.jpg|dataset/train/sano/sano_04360.jpg
002e37187c7f16f8b283f4a4e7ead0141a03ce1d17ad77d27233a2c690e1a8b5,2,raw|train,peligro,dataset/raw/peligro/peligro_03339.jpg|dataset/train/peligro/peligro_03339.jpg
0047886369ddd5f9bbe8a1ae47271c2bdaee623194c707a23940f603970144a8,2,raw|train,peligro,dataset/raw/peligro/peligro_00467.jpg|dataset/train/peligro/peligro_00467.jpg
006aa94b03986f460d2b29b7daa352d06f1d9bb80157eff8b6d55b293d4786e1,2,raw|train,atencion,dataset/raw/atencion/atencion_14183.jpg|dataset/train/atencion/atencion_14183.jpg
007dc3d71dc96734cabec06ce17c82565705a34b0f58bfaa122ab30579b58049,2,raw|test,sano,dataset/raw/sano/sano_12033.jpg|dataset/test/sano/sano_12033.jpg
008a7e25d1a92a93d3cead7370e7314ea716e5f5a7e295b59486ed758beac184,2,raw|train,sano,dataset/raw/sano/sano_05035.jpg|dataset/train/sano/sano_05035.jpg
00a81eb69a26663b1d569efd5fd733c3dd8bb502e7575f9497bedf4f29522349,2,raw|train,atencion,dataset/raw/atencion/atencion_06200.jpg|dataset/train/atencion/atencion_06200.jpg
00b2b2bf3ce28318d23d9f09cf23aacf0269a7030240322e34c6444dca654afd,2,raw|validation,sano,dataset/raw/sano/sano_08275.jpg|dataset/validation/sano/sano_08275.jpg
00bdb33231b2638ac11eaaad5a99a6fb728cccab849be018c543d1f33462f217,2,raw|test,peligro,dataset/raw/peligro/peligro_00552.jpg|dataset/test/peligro/peligro_00552.jpg
01202b76959ab9d739ecb51a9e7931360201ea5b07a44171e103b530b59f6901,2,raw|train,sano,dataset/raw/sano/sano_00450.jpg|dataset/train/sano/sano_00450.jpg
0139bf1520e8f7b98c8d06f9b21a0466a95e3a30e2c8cd69ca4297a4d71f7ad9,2,raw|train,sano,dataset/raw/sano/sano_10344.jpg|dataset/train/sano/sano_10344.jpg
013f667bb66b9af409f333de338092a57b5897382b1d3673583d7debffdcde7f,2,raw|train,atencion,dataset/raw/atencion/atencion_02446.jpg|dataset/train/atencion/atencion_02446.jpg
014bb169f2c8e626eab7dc10f75b10a97462fc8d2de7e963616d613e1c13450c,2,raw|train,sano,dataset/raw/sano/sano_00943.jpg|dataset/train/sano/sano_00943.jpg
01570ec8e4911030a921941ad05657b2eceed86ef3e05d3940549400d084c535,2,raw|train,atencion,dataset/raw/atencion/atencion_04299.jpg|dataset/train/atencion/atencion_04299.jpg
